nom,year_month,tag-local-identifier,date,longitude,latitude
Rudi,2018-01,4986,2018-01-01,3.102248,42.2422383
Rudi,2018-02,4986,2018-02-01,3.0566326,42.2997763
Rudi,2018-03,4986,2018-03-01,3.1175732,42.2675958
Rudi,2018-04,4986,2018-04-01,8.6488748,49.5990665
Rudi,2018-05,4986,2018-05-01,8.474445,49.7710785
Rudi,2018-06,4986,2018-06-01,8.4874479,49.7217146
Rudi,2018-07,4986,2018-07-01,8.3487231,49.6694223
Rudi,2018-08,4986,2018-08-01,8.5408681,49.9035547
Rudi,2018-09,4986,2018-09-01,0.0433762,41.7441945
Rudi,2018-10,4986,2018-10-01,-0.7231706,41.5721175
Rudi,2018-11,4986,2018-11-01,-1.1803515,42.0548962
Rudolph,2021-06,8046,2021-06-09,11.49865,48.5253195
Rudolph,2021-07,8046,2021-07-01,11.4986479,48.5252927
Rudolph,2021-08,8046,2021-08-01,11.4986302,48.5253341
Rudolph,2021-09,8046,2021-09-01,11.5020697,48.4875811
Rudolph,2021-10,8046,2021-10-01,-4.1678987,39.857912
Sepp,2014-06,3949,2014-06-23,10.8659398,49.8169436
Sepp,2014-07,3949,2014-07-01,10.8659386,49.816928
Sepp,2014-08,3949,2014-08-01,10.8659852,49.81694
Sepp,2014-09,3949,2014-09-01,26.4476172,42.5710802
Sepp,2014-10,3949,2014-10-01,23.8751526,14.7683418
Sepp,2014-11,3949,2014-11-01,25.6704432,13.2128486
Sepp,2014-12,3949,2014-12-01,25.5388726,13.3670312
Sepp,2015-01,3949,2015-01-01,19.3539752,13.1885203
Sepp,2015-02,3949,2015-02-01,17.0031694,12.2336924
Sepp,2015-03,3949,2015-03-01,17.075665,12.5178467
Sepp,2015-04,3949,2015-04-01,20.1331871,13.3386761
Sepp,2015-05,3949,2015-05-01,23.2009813,24.3255019
Sepp,2015-06,3949,2015-06-01,23.2024563,24.3249789
Sepp,2015-07,3949,2015-07-01,23.3371161,24.127094
Sepp,2015-08,3949,2015-08-01,23.3516143,24.1207152
Siggi,2015-06,4363,2015-06-14,8.3725582,49.6161206
Siggi,2015-07,4363,2015-07-01,8.3725517,49.6160992
Siggi,2015-08,4363,2015-08-01,8.457253,49.7756004
Sissi,2019-08,7207,2019-08-11,8.1670087,49.2210376
Sissi,2019-09,7207,2019-09-01,2.0039216,41.5446059
Sissi,2019-10,7207,2019-10-01,-6.1382628,35.1387044
Sissi,2019-11,7207,2019-11-01,-15.4956075,15.5133037
Sissi,2019-12,7207,2019-12-01,-15.5935211,14.3935083
Sissi,2020-01,7207,2020-01-01,-15.6285733,14.6073919
Sissi,2020-02,7207,2020-02-01,-7.5972619,33.2397843
Sissi,2020-03,7207,2020-03-01,7.4218978,48.2200845
Sissi,2020-04,7207,2020-04-01,8.2817327,49.1494533
Sissi,2020-05,7207,2020-05-01,8.2815605,49.1494854
Sissi,2020-06,7207,2020-06-01,8.2815078,49.1494424
Sissi,2020-07,7207,2020-07-01,8.281687,49.1491406
Sissi,2020-08,7207,2020-08-01,8.2810994,49.1498058
Sissi,2020-09,7207,2020-09-01,2.9642875,43.1021545
Sissi,2020-10,7207,2020-10-01,-15.634339,15.7647129
Sissi,2020-11,7207,2020-11-02,-15.3387551,15.3591969
Sissi,2020-12,7207,2020-12-01,-15.7882675,14.8102159
Sissi,2021-01,7207,2021-01-01,-15.5779668,14.7174942
Sissi,2021-02,7207,2021-02-01,-13.9984718,24.0854386
Sissi,2021-03,7207,2021-03-01,-1.5067438,40.9863147
Sissi,2021-04,7207,2021-04-02,8.281584,49.1494192
Sissi,2021-05,7207,2021-05-01,8.2815743,49.1495836
Sissi,2021-06,7207,2021-06-01,8.2815786,49.1494399
Sissi,2021-07,7207,2021-07-02,8.2815326,49.1494197
Sissi,2021-08,7207,2021-08-01,8.2814474,49.1499159
Sissi,2021-09,7207,2021-09-08,5.0444146,45.964146
Sissi,2021-10,7207,2021-10-01,-5.8787535,36.2267728
Sissi,2021-11,7207,2021-11-01,-16.4629395,14.9114658
Sissi,2021-12,7207,2021-12-01,-15.9415992,14.5477614
Sissi,2022-01,7207,2022-01-01,-15.9247375,14.1022136
Snow,2019-06,10,2019-06-08,8.1892957,49.258889
Snow,2019-07,8,2019-07-01,8.1893187,49.2589018
Snow,2019-08,8,2019-08-01,7.3324146,47.5398038
Snow,2019-09,8,2019-09-01,-2.4816194,40.5443715
SoWeiWa,2018-06,6377,2018-06-16,8.1892413,49.2590393
SoWeiWa,2018-07,6377,2018-07-01,8.1892845,49.2589177
SoWeiWa,2018-08,6377,2018-08-01,7.1346645,47.4122267
SoWeiWa,2018-09,6377,2018-09-01,-1.5794987,37.4187279
SoWeiWa,2019-06,6377,2019-06-08,8.1893364,49.2589077
SoWeiWa,2019-07,6377,2019-07-01,8.1893406,49.2588776
SoWeiWa,2019-08,6377,2019-08-01,7.3954197,48.1531458
Sophie,2015-06,2664,2015-06-18,10.7807604,49.8250064
Sophie,2015-07,2664,2015-07-01,10.7806553,49.8251217
Sophie,2015-08,2664,2015-08-01,10.773777,49.8299193
Sophie,2015-09,2664,2015-09-01,34.9767363,37.037405
Sophie,2015-10,2664,2015-10-02,19.8571508,14.2810995
Sophie,2015-11,2664,2015-11-01,26.0665095,11.4425478
Sophie,2015-12,2664,2015-12-31,28.6672057,-18.2597688
Sophie,2016-01,2664,2016-01-02,29.2297836,-22.9854834
Sophie,2016-02,2664,2016-02-01,28.8400371,-28.949668
Sophie,2016-03,2664,2016-03-01,28.9574528,-28.4332474
Sophie,2016-04,2664,2016-04-01,29.1864415,-26.7201088
Sophie,2016-05,2664,2016-05-21,32.8331202,1.7584601
Sophie,2016-06,2664,2016-06-09,31.758009,11.219619
Sophie,2016-09,2664,2016-09-05,31.2969425,17.8214045
Spoerlein,2015-06,2665,2015-06-18,10.7807721,49.824994
Spoerlein,2015-07,2665,2015-07-01,10.7807458,49.8250365
Spoerlein,2015-08,2665,2015-08-01,10.7807462,49.8250211
Spoerlein,2015-09,2665,2015-09-01,1.2939901,41.7869161
Spoerlein,2015-10,2665,2015-10-01,-6.1530747,34.5029725
Spoerlein,2015-11,2665,2015-11-01,-4.9911719,34.0569561
Spoerlein,2015-12,2665,2015-12-01,-4.9916231,34.0586603
Spoerlein,2016-01,2665,2016-01-01,-5.0024505,34.0577024
Spoerlein,2016-02,2665,2016-02-01,-4.9911441,34.0588189
Spoerlein,2016-03,2665,2016-03-01,-4.9344391,34.0026683
Spoerlein,2016-04,2665,2016-04-04,-4.9978614,34.056213
Spoerlein,2016-05,2665,2016-05-01,-4.9310511,34.0027203
Spoerlein,2016-06,2665,2016-06-01,-5.9075078,35.5439387
Spoerlein,2016-07,2665,2016-07-02,-6.0206685,37.7388074
Spoerlein,2016-08,2665,2016-08-01,-4.7410781,37.8154804
Spoerlein,2016-09,2665,2016-09-01,-6.8047413,33.9423387
Spoerlein,2016-10,2665,2016-10-01,-6.8050966,33.9425061
Spoerlein,2016-11,2665,2016-11-01,-6.7236434,33.8805721
Spoerlein,2016-12,2665,2016-12-01,-6.8113246,33.8748943
Spoerlein,2017-01,2665,2017-01-01,-6.8093788,33.8747415
Spoerlein,2017-02,2665,2017-02-01,-6.8272266,33.9055861
Spoerlein,2017-03,2665,2017-03-01,-6.795535,33.8675722
Spoerlein,2017-04,2665,2017-04-01,-6.7847155,33.8913309
Spoerlein,2017-05,2665,2017-05-01,-0.5585803,41.520145
Spoerlein,2017-06,2665,2017-06-01,10.8515864,49.7014441
Spoerlein,2017-07,2665,2017-07-01,10.8061615,49.7086196
Spoerlein,2017-08,2665,2017-08-01,10.7222684,49.6717719
Spoerlein,2017-09,2665,2017-09-01,10.4149877,49.5007368
Spoerlein,2017-10,2665,2017-10-01,0.6210234,41.5590442
Spoerlein,2017-11,2665,2017-11-01,0.6216966,41.5586197
Spoerlein,2017-12,2665,2017-12-01,0.6216473,41.5583533
Spoerlein,2018-01,2665,2018-01-01,0.5952688,41.5366842
Spoerlein,2018-02,2665,2018-02-01,0.5809819,41.575392
Spoerlein,2018-03,2665,2018-03-01,0.645927,41.6337885
Spoerlein,2018-04,2665,2018-04-01,4.8302055,43.6276886
Spoerlein,2018-05,2665,2018-05-01,6.6220557,48.5189174
Spoerlein,2018-06,2665,2018-06-01,6.6231377,48.5198116
Spoerlein,2018-07,2665,2018-07-01,6.6231786,48.5197241
Spoerlein,2018-08,2665,2018-08-01,6.6233499,48.5197046
Spoerlein,2018-09,2665,2018-09-01,4.3886109,43.5739766
Spoerlein,2018-10,2665,2018-10-01,-0.764262,41.6288567
Spoerlein,2018-11,2665,2018-11-01,-0.8628755,41.5575291
Spoerlein,2018-12,2665,2018-12-01,-0.8669799,41.5572676
Spoerlein,2019-01,2665,2019-01-01,-0.8530069,41.5677077
Spoerlein,2019-02,2665,2019-02-01,-0.7965195,41.6081335
Spoerlein,2019-03,2665,2019-03-01,-0.7939183,41.5870574
Spoerlein,2019-04,2665,2019-04-01,6.6229701,48.519851
Spoerlein,2019-05,2665,2019-05-01,6.6232074,48.5197851
Spoerlein,2019-06,2665,2019-06-01,6.6232132,48.5198481
Spoerlein,2019-07,2665,2019-07-01,6.5791794,48.5398118
Spoerlein,2019-08,2665,2019-08-01,6.5792762,48.5401302
Spoerlein,2019-09,2665,2019-09-01,0.1974866,41.4803087
Spoerlein,2019-10,2665,2019-10-01,0.6150451,41.537158
Spoerlein,2019-11,2665,2019-11-01,0.61543,41.53803
Spoerlein,2019-12,2665,2019-12-01,0.6397108,41.5439066
Spoerlein,2020-01,2665,2020-01-01,0.6218583,41.5583648
Spoerlein,2020-02,2665,2020-02-01,0.6386224,41.5437612
Spoerlein,2020-03,2665,2020-03-01,0.5391877,41.5543305
Spoerlein,2020-04,2665,2020-04-01,6.623211,48.5197093
Spoerlein,2020-05,2665,2020-05-01,6.6602687,48.4945057
Steppach,2023-06,12177,2023-06-19,10.805386,49.7713542
Steppach,2023-07,12177,2023-07-01,10.8054015,49.7713607
Steppach,2023-08,12177,2023-08-01,10.8048481,49.7713212
Steppach,2023-09,12177,2023-09-01,-0.8566293,41.5611485
Storchi,2018-06,3992,2018-06-14,11.3820735,48.5944099
Storchi,2018-07,3992,2018-07-01,11.3821151,48.5943432
Storchi,2018-08,3992,2018-08-01,11.2082433,48.6911333
Sunny,2019-06,7205,2019-06-08,8.1893066,49.2588793
Sunny,2019-07,7205,2019-07-01,8.1893069,49.2588941
Sunny,2019-08,7205,2019-08-01,7.0513639,47.5178277
Supra,2016-06,8,2016-06-12,8.1691357,49.2200639
Supra,2016-07,8,2016-07-01,8.1691589,49.2200512
Supra,2016-08,8,2016-08-01,8.1864893,48.9158781
Supra,2016-09,8,2016-09-01,0.5583914,41.5563671
Supra,2016-10,8,2016-10-01,-14.0528476,17.2354932
Supra,2016-11,8,2016-11-01,-15.59788,14.5051134
Supra,2016-12,8,2016-12-01,-15.7578214,14.4065839
Supra,2017-01,8,2017-01-01,-15.5054075,13.7005532
Suwe,2015-06,4347,2015-06-13,8.1677525,49.2212172
Suwe,2015-07,4347,2015-07-01,8.1677946,49.2212066
Suwe,2015-08,4347,2015-08-01,6.964933,47.5603161
Sylvia,2016-06,4367,2016-06-11,7.4299732,49.2061286
Sylvia,2016-07,4367,2016-07-01,7.4300591,49.2061122
Sylvia,2016-08,4367,2016-08-01,7.4300588,49.206149
Sylvia,2016-09,4367,2016-09-01,-5.8793576,37.2221208
Sylvia,2016-10,4367,2016-10-01,-7.8926929,16.6467417
Sylvia,2016-11,4367,2016-11-01,-4.6280231,15.2937773
Sylvia,2016-12,4367,2016-12-01,0.5609391,14.7149442
Sylvia,2017-01,4367,2017-01-01,-6.6362873,15.5745267
Teamy,2018-07,6381,2018-07-23,8.1678637,49.2210983
Teamy,2018-08,6381,2018-08-01,8.3539496,49.1854136
Teamy,2018-09,6381,2018-09-01,-3.5502898,40.3258921
Teamy,2018-10,6381,2018-10-01,-6.0851156,37.1684468
Teamy,2018-11,6381,2018-11-01,-6.0766365,37.1365954
Teamy,2018-12,6381,2018-12-01,-6.0873344,37.2243996
Teamy,2019-01,6381,2019-01-01,-5.9623463,37.1612825
Teamy,2019-02,6381,2019-02-01,-3.2435053,39.3974806
Teamy,2019-03,6381,2019-03-01,8.1679248,49.2209658
Teamy,2019-04,6381,2019-04-01,8.1678939,49.2211344
Teamy,2019-05,6381,2019-05-01,8.167854,49.2210984
Teamy,2019-06,6381,2019-06-01,8.1861196,49.2148321
Teamy,2019-07,6381,2019-07-01,8.1678885,49.2211238
Teamy,2019-08,6381,2019-08-01,8.1678682,49.2211002
Teamy,2019-09,6381,2019-09-01,-5.8774756,37.231892
Teamy,2019-10,6381,2019-10-01,-6.0861124,37.1695029
Teamy,2019-11,6381,2019-11-01,-6.1162087,37.1138191
Teamy,2019-12,6381,2019-12-02,-5.8812249,37.2231522
Teamy,2020-01,6381,2020-01-02,-4.7960337,37.8086802
Teamy,2020-02,6381,2020-02-01,4.7509658,44.4487419
Teamy,2020-03,6381,2020-03-01,8.1950295,49.2039162
Teamy,2020-04,6381,2020-04-01,8.1678944,49.2210872
Teamy,2020-05,6381,2020-05-01,8.1676749,49.2210953
Teamy,2020-06,6381,2020-06-01,8.1686298,49.2216028
Teamy,2020-07,6381,2020-07-01,8.1683468,49.2213206
Teamy,2020-08,6381,2020-08-01,8.1678352,49.221066
Teamy,2020-09,6381,2020-09-01,-3.6303663,40.2926357
Teamy,2020-10,6381,2020-10-01,-6.0936328,37.1578745
Teamy,2020-11,6381,2020-11-02,-6.1279293,37.1291167
Teamy,2020-12,6381,2020-12-02,-6.0270101,37.1460408
Teamy,2021-01,6381,2021-01-01,-5.8799891,37.225554
Teamy,2021-02,6381,2021-02-01,-0.8113294,41.6184814
Teamy,2021-03,6381,2021-03-01,8.1678825,49.2211107
Teamy,2021-04,6381,2021-04-01,8.1679038,49.2211058
Teamy,2021-05,6381,2021-05-01,8.2346199,49.2105408
Teamy,2021-06,6381,2021-06-01,8.1686107,49.221566
Teamy,2021-07,6381,2021-07-01,8.1686523,49.2215438
Teamy,2021-08,6381,2021-08-01,8.1678147,49.2210016
Teamy,2021-09,6381,2021-09-01,4.4233619,43.6763053
Teamy,2021-10,6381,2021-10-01,-4.7480377,37.814509
Teamy,2021-11,6381,2021-11-01,-6.1288709,37.1146454
Teamy,2021-12,6381,2021-12-01,-5.8806551,37.2289024
Teamy,2022-01,6381,2022-01-01,-5.9686435,37.1663472
Teamy,2022-02,6381,2022-02-01,-4.3868064,38.6358276
Teamy,2022-03,6381,2022-03-01,8.1679201,49.221106
Teamy,2022-04,6381,2022-04-01,8.1678864,49.2211157
Teamy,2022-05,6381,2022-05-01,8.1677266,49.2211415
Teamy,2022-06,6381,2022-06-01,8.1677807,49.2211638
Teamy,2022-07,6381,2022-07-01,8.1678066,49.22108
Teamy,2022-08,6381,2022-08-01,8.1677819,49.2210961
Teamy,2022-09,6381,2022-09-01,-5.8748359,37.2229371
Teamy,2022-10,6381,2022-10-01,-6.0756709,37.1471038
Teamy,2022-11,6381,2022-11-01,-5.873395,37.23957
Teamy,2022-12,6381,2022-12-02,-6.0060231,37.5760503
Teamy,2023-01,6381,2023-01-02,-5.879025,37.2262213
Teamy,2023-02,6381,2023-02-01,-5.8752862,37.2222047
Teamy,2023-03,6381,2023-03-01,3.1090719,42.2841438
Teamy,2023-04,6381,2023-04-01,8.1678585,49.2211357
Teamy,2023-05,6381,2023-05-02,8.2305681,49.2122305
Teamy,2023-06,6381,2023-06-01,8.1678391,49.2210703
The,2016-06,4359,2016-06-12,8.3432869,49.1287731
The,2016-07,4359,2016-07-01,8.3441359,49.1284739
The,2016-08,4359,2016-08-01,8.0038666,48.6079054
The,2016-09,4359,2016-09-01,0.9634372,41.6592035
The,2016-10,4359,2016-10-01,-6.1339139,36.5847251
The,2016-11,4359,2016-11-01,-5.8865689,37.2308703
The,2016-12,4359,2016-12-01,-5.8864756,37.2309629
The,2017-01,4359,2017-01-01,-5.8874031,37.2338589
The,2017-02,4359,2017-02-01,-5.8874374,37.2337814
The,2017-03,4359,2017-03-01,-5.8882395,37.2364067
The,2017-04,4359,2017-04-01,-0.9518886,41.7041859
The,2017-05,4359,2017-05-01,8.6073799,49.1582076
The,2017-06,4359,2017-06-01,8.6027686,49.1573644
The,2017-07,4359,2017-07-01,8.5775697,49.1149967
The,2017-08,4359,2017-08-01,8.6385245,49.0996419
The,2017-09,4359,2017-09-01,3.1222272,42.2707481
The,2017-10,4359,2017-10-01,-6.0869202,37.2405744
The,2017-11,4359,2017-11-01,-6.2513239,37.0453767
The,2017-12,4359,2017-12-01,-6.1689002,37.0829096
The,2018-01,4359,2018-01-01,-5.8749685,37.2230901
The,2018-02,4359,2018-02-01,-5.8779023,37.2184819
The,2018-03,4359,2018-03-01,-5.8753778,37.2224488
The,2018-04,4359,2018-04-01,8.4089739,49.1188826
The,2018-05,4359,2018-05-01,8.5708111,49.1098993
The,2018-06,4359,2018-06-01,8.5776605,49.1149708
The,2018-07,4359,2018-07-01,8.3586639,49.0692825
The,2018-08,4359,2018-08-01,8.3452789,49.0751341
Thilo,2019-06,7206,2019-06-08,8.4523324,49.3727253
Thilo,2019-07,7206,2019-07-01,8.4522802,49.3727543
Thilo,2019-08,7206,2019-08-01,8.1677768,49.2211111
Thilo,2019-09,7206,2019-09-01,-4.7475851,37.8140572
Thilo,2019-10,7206,2019-10-01,-6.5493166,34.2723578
Thilo,2019-11,7206,2019-11-01,-6.5502488,34.2731908
Thilo,2019-12,7206,2019-12-01,-5.7805791,36.2151279
Thilo,2020-01,7206,2020-01-01,-5.9624785,37.1620371
Thilo,2020-02,7206,2020-02-01,-5.8799137,37.2317677
Thilo,2020-03,7206,2020-03-01,-6.2961137,37.0627404
Thilo,2020-04,7206,2020-04-01,-6.3942107,37.0711387
Thilo,2020-05,7206,2020-05-01,7.0235551,48.997312
Thilo,2020-06,7206,2020-06-01,8.5000792,49.0485435
Thilo,2020-07,7206,2020-07-01,8.1678641,49.1910175
Thilo,2020-08,7206,2020-08-01,8.2517177,49.2278444
Thilo,2020-09,7206,2020-09-01,4.5216814,43.642797
Titou,2023-06,12178,2023-06-19,10.8052822,49.771354
Titou,2023-07,12178,2023-07-01,10.8053212,49.7713498
Titou,2023-08,12178,2023-08-01,10.8053629,49.7713565
Titou,2023-09,12178,2023-09-01,-3.6736578,38.134336
Titou,2023-10,12178,2023-10-01,-6.5619541,34.2829868
Titou,2023-11,12178,2023-11-01,-6.8638912,33.9025546
Titou,2023-12,12178,2023-12-01,-6.8661741,33.8978225
Tor,2023-06,12187,2023-06-19,10.8042113,49.7715836
Tor,2023-07,12187,2023-07-01,10.804292,49.7721174
Tor,2023-08,12187,2023-08-01,10.8039937,49.7721498
Tor,2023-09,12187,2023-09-01,-0.4870126,41.4489013
Tungdil,2017-06,4357,2017-06-21,8.2858567,49.1563616
Tungdil,2017-07,4357,2017-07-01,8.2859024,49.1564636
Tungdil,2017-08,4357,2017-08-01,7.4912692,49.0186722
Tungdil,2017-09,4357,2017-09-01,0.5410951,41.5564397
Tungdil,2017-10,4357,2017-10-01,-7.3264065,33.6346596
Tungdil,2017-11,4357,2017-11-01,-15.6021694,14.4969708
Tungdil,2017-12,4357,2017-12-01,-15.4621438,13.6797797
Tungdil,2018-01,4357,2018-01-01,-15.7029008,13.6434095
Tungdil,2018-02,4357,2018-02-01,-16.0235978,13.7647159
Tungdil,2018-03,4357,2018-03-01,-13.0550373,9.4347646
Twix,2018-06,6378,2018-06-16,8.1891946,49.2590648
Twix,2018-07,6378,2018-07-01,8.1893257,49.2588898
Twix,2018-08,6378,2018-08-01,5.0199995,45.9999649
Twix,2018-09,6378,2018-09-01,-3.6165577,40.3072799
Twix,2018-10,6378,2018-10-01,-10.2885489,15.9574963
Twix,2018-11,6378,2018-11-01,-8.2187661,15.9786417
Victoria,2016-06,3945,2016-06-13,7.9214422,49.9028877
Victoria,2016-07,3945,2016-07-01,7.9214534,49.9029034
Victoria,2016-08,3945,2016-08-01,7.9214577,49.902928
Victoria,2016-09,3945,2016-09-01,-3.1974415,40.5814134
Vinzenza,2017-06,5525,2017-06-21,8.2500684,49.1927164
Vinzenza,2017-07,5525,2017-07-01,8.2499133,49.1925984
Vinzenza,2017-08,5525,2017-08-01,8.2498853,49.1926003
Vinzenza,2017-09,5525,2017-09-01,0.198161,41.4809844
Vinzenza,2017-10,5525,2017-10-01,-15.6207035,15.4628881
Viola,2014-06,3963,2014-06-23,10.8423949,49.8639189
Viola,2014-07,3963,2014-07-01,10.8424135,49.8639364
Viola,2014-08,3963,2014-08-01,10.8424218,49.8639536
Viola,2014-09,3963,2014-09-01,10.678632,48.6712653
Viola,2014-10,3963,2014-10-01,-3.5215106,40.3009011
Viola,2014-11,3963,2014-11-01,-6.219215,37.0297827
Viola,2014-12,3963,2014-12-01,-5.8807277,37.220767
Viola,2015-01,3963,2015-01-01,-5.8728403,37.2215848
Viola,2015-02,3963,2015-02-01,-5.8729815,37.2221091
Viola,2015-03,3963,2015-03-01,-5.8783243,37.2180585
Viola,2015-04,3963,2015-04-01,-6.1217613,37.2258813
Viola,2015-05,3963,2015-05-01,-5.1553048,39.295425
Viola,2015-06,3963,2015-06-01,-5.7528505,39.1885914
Viola,2015-07,3963,2015-07-01,-5.9668498,39.4590977
Viola,2015-08,3963,2015-08-01,-3.6561796,38.8616554
Viola,2015-09,3963,2015-09-01,0.2637407,17.3629194
Viola,2015-10,3963,2015-10-01,3.6841655,16.2651644
Viola,2015-11,3963,2015-11-01,1.2974002,13.6665762
Viola,2015-12,3963,2015-12-01,2.7281474,13.8820612
Viola,2016-01,3963,2016-01-01,2.9447465,13.4093022
Viola,2016-02,3963,2016-02-01,3.4599066,13.5412308
Viola,2016-03,3963,2016-03-01,3.2032689,26.0153456
Viola,2016-04,3963,2016-04-01,-3.687403,33.3718584
Viola,2016-05,3963,2016-05-01,0.545788,41.7607615
Viola,2016-06,3963,2016-06-03,6.3874752,48.6757784
Vitalis,2018-06,22,2018-06-16,8.2498672,49.1922421
Vitalis,2018-07,22,2018-07-01,8.2499119,49.192592
Vitalis,2018-08,22,2018-08-01,7.3441405,48.1885173
Vitus,2015-06,1,2015-06-18,10.7404802,49.8286963
Vitus,2015-07,1,2015-07-01,10.7403845,49.8285407
Vitus,2015-08,1,2015-08-01,10.7411632,49.646673
Vitus,2015-09,1,2015-09-01,-3.2234602,39.432604
Vitus,2015-11,1,2015-11-09,-15.5616053,14.5573877
Vitus,2015-12,1,2015-12-01,-16.2030511,14.5363243
Vitus,2016-01,1,2016-01-01,-15.8857143,13.6708311
Vitus,2016-02,1,2016-02-01,-15.7173201,13.82995
Voyager,2015-06,4346,2015-06-13,8.1679115,49.2210494
Voyager,2015-07,4346,2015-07-01,8.1678311,49.2210447
Voyager,2015-08,4346,2015-08-01,6.9342086,47.5731129
Voyager,2015-09,4346,2015-09-01,-0.6167948,41.5215487
Voyager,2015-10,4346,2015-10-01,0.5905195,41.5591955
Voyager,2015-11,4346,2015-11-01,0.4214186,41.5126845
Voyager,2015-12,4346,2015-12-01,0.5905259,41.5592056
Voyager,2016-01,4346,2016-01-01,0.5472713,41.5577537
Voyager,2016-02,4346,2016-02-01,0.5552144,41.5657337
Voyager,2016-03,4346,2016-03-01,0.5684691,41.5732497
Voyager,2016-04,4346,2016-04-01,4.701898,43.62421
Voyager,2016-05,4346,2016-05-01,7.0285346,48.7229862
Voyager,2016-06,4346,2016-06-11,8.3807929,49.1892075
Voyager,2016-07,4346,2016-07-01,8.38071,49.1893295
Voyager,2016-08,4346,2016-08-01,8.1681236,49.2209911
Voyager,2016-09,4346,2016-09-01,-3.6888931,38.9375236
Voyager,2016-10,4346,2016-10-01,-4.9009982,15.3656104
Voyager,2016-11,4346,2016-11-01,-9.7507861,15.5111397
Voyager,2016-12,4346,2016-12-01,-4.6315919,15.168931
Voyager,2017-01,4346,2017-01-01,4.9937841,5.9287986
Voyager,2017-02,4346,2017-02-01,4.9935876,5.9286853
Vroni,2015-06,4350,2015-06-13,8.1677991,49.2212409
Vroni,2015-07,4350,2015-07-01,8.1678017,49.2212376
Vroni,2015-08,4350,2015-08-01,8.1677867,49.2212398
Vroni,2015-09,4350,2015-09-01,-4.7478901,37.8145306
Vroni,2015-10,4350,2015-10-01,-8.0304812,31.6929896
Vroni,2015-11,4350,2015-11-01,-8.0630362,31.707213
Vroni,2015-12,4350,2015-12-01,-8.0561928,31.7009694
Vroni,2016-01,4350,2016-01-01,-8.0531579,31.7014322
Vroni,2016-02,4350,2016-02-01,-8.1024193,31.7130172
Vroni,2016-03,4350,2016-03-01,-8.0804635,31.7036317
Vroni,2016-04,4350,2016-04-01,-8.0615917,31.7182631
Walter,2019-06,180054,2019-06-08,8.230966567993164,49.20048522949219
Walter,2019-07,180054,2019-07-01,8.230957984924316,49.20022201538086
Walter,2019-08,180054,2019-08-01,7.725184917449951,48.25970077514648
Walter,2019-09,180054,2019-09-01,0.620343327522278,41.56138229370117
Walter,2019-10,180054,2019-10-01,-3.612228393554688,40.30924224853516
Walter,2019-11,180054,2019-11-01,-3.253560066223145,39.40764617919922
Walter,2019-12,180054,2019-12-01,-3.243951559066772,39.39745330810547
Walter,2020-01,180054,2020-01-01,-3.257014989852905,39.41063690185547
Walter,2020-02,180054,2020-02-01,-3.246665000915527,39.39776992797852
Walter,2020-03,180054,2020-03-01,-3.252053260803223,39.40475082397461
Walter,2020-04,180054,2020-04-01,-3.252538204193115,39.4050178527832
Walter,2020-05,180054,2020-05-01,0.961951613426209,41.74462127685547
Wildwuchs,2015-06,2666,2015-06-18,10.7807979,49.8250357
Wildwuchs,2015-07,2666,2015-07-01,10.7807526,49.8250354
Wildwuchs,2015-08,2666,2015-08-01,10.6653538,49.5955728
Wildwuchs,2015-09,2666,2015-09-01,3.1136525,42.2218179
Wildwuchs,2015-10,2666,2015-10-01,-6.0809674,36.4424468
Wildwuchs,2015-11,2666,2015-11-01,-5.4350581,36.2409562
Wildwuchs,2015-12,2666,2015-12-01,-6.1238977,36.6087139
Wildwuchs,2016-01,2666,2016-01-01,-6.1027749,36.422652
Wildwuchs,2016-02,2666,2016-02-01,-6.1411041,36.5858616
Wildwuchs,2016-03,2666,2016-03-01,-6.6414716,37.4468398
Wildwuchs,2016-04,2666,2016-04-01,-6.6808009,37.386842
Wildwuchs,2016-05,2666,2016-05-01,-0.7496274,41.9523063
Wildwuchs,2016-06,2666,2016-06-01,8.1767106,52.4458049
Wildwuchs,2016-07,2666,2016-07-01,6.1479963,52.0688871
Wildwuchs,2016-08,2666,2016-08-01,8.5129405,49.8693975
Wildwuchs,2016-09,2666,2016-09-01,0.6169274,41.6098357
Wildwuchs,2016-10,2666,2016-10-04,-12.9873143,16.7330007
Wildwuchs,2016-11,2666,2016-11-01,-15.523378,14.4161105
Wildwuchs,2016-12,2666,2016-12-01,-15.8984967,13.6774208
Wildwuchs,2017-01,2666,2017-01-01,-15.5563075,13.6526509
Wilhelm,2019-06,5945,2019-06-09,8.3196996,49.1180268
Wilhelm,2019-07,5945,2019-07-01,8.3197699,49.1180222
Wilhelm,2019-08,5945,2019-08-01,7.2941897,47.9067734
Wingersdorf,2023-06,12174,2023-06-19,10.8637529,49.785475
Wingersdorf,2023-07,12174,2023-07-01,10.8635959,49.7854184
Wingersdorf,2023-08,12174,2023-08-01,10.818561,49.7702019
Wingersdorf,2023-09,12174,2023-09-01,-2.4513005,40.6135053
Wingersdorf,2023-10,12174,2023-10-01,-3.6569172,38.8559831
Wingersdorf,2023-11,12174,2023-11-01,-3.6567752,38.8558508
Wingersdorf,2023-12,12174,2023-12-01,-3.7003361,39.1449408
Wolfi,2015-06,4409,2015-06-12,11.612809,48.6842948
